0 2015 268 77 420 2015 72 0 213 12
0 2594 255 0 423 2019 45 0 176 6
0 234 424 374 423 2019 89 0 122 2
0 262 255 0 423 2019 90 0 88 13
0 13 672 42 422 2012 126 0 88 10
0 696 26 3 422 2018 130 0 398 11
0 712 672 77 422 2018 126 0 58 11
0 2550 313 77 422 2018 0 24 15 13
1 808 0 77 422 2018 0 1 419 11
0 230 343 42 422 2015 127 0 324 13
0 481 391 42 422 2018 108 0 163 11
0 1789 394 42 422 2013 163 0 293 10
0 906 1306 6 422 2018 117 0 176 11
0 1180 450 188 421 2016 106 0 15 10
1 700 0 4 422 2019 0 1 376 11
0 272 320 18 422 2018 102 0 106 13
1 1539 0 0 422 2019 0 1 24 9
0 1650 166 77 422 2019 116 0 118 11
1 432 0 0 422 2019 0 1 306 11
0 2329 1374 77 422 2019 42 0 297 11
1 894 0 77 422 2019 0 1 129 10
0 729 230 39 421 2016 95 0 335 10
0 507 351 95 420 2015 104 0 335 11
0 1461 1147 77 414 2000 75 0 365 13
0 206 705 4 421 2019 133 0 194 10
0 995 277 93 421 2013 108 0 315 8
1 499 0 14 421 2018 0 1 431 11
0 1298 92 77 420 2018 103 0 22 8
0 896 651 77 419 2017 82 0 16 11
0 2098 1243 77 419 2016 94 0 15 11
0 1030 974 77 416 2014 100 0 15 10
0 315 992 155 420 2019 38 0 176 6
0 157 180 30 420 2019 97 0 315 11
0 107 1047 73 420 2016 89 0 124 3
0 1172 719 4 420 2019 146 0 317 10
0 787 719 4 420 2019 146 0 317 10
0 2055 733 77 420 2016 130 0 22 2
0 1036 342 77 419 2018 110 0 50 3
0 592 376 77 418 2017 81 0 15 10
0 698 661 88 418 2016 91 0 214 11
0 1539 766 77 419 2019 106 0 22 2
0 1793 302 77 419 2019 58 0 16 11
0 872 40 3 418 2017 111 0 221 11
0 1274 616 9 417 2014 112 0 106 4
0 218 848 104 417 2017 102 0 296 11
0 661 658 4 418 2019 152 0 193 11
1 592 0 0 418 2019 0 1 24 13
0 1514 539 77 418 2018 87 0 285 11
0 755 959 77 415 2016 99 0 15 10
0 2175 802 77 415 2016 78 0 16 11
1 163 0 77 417 2019 0 1 29 11
0 2254 349 4 417 2009 121 0 335 10
0 1232 561 77 416 2013 91 0 105 8
0 604 489 261 416 2018 101 0 374 11
0 1158 652 77 415 2017 101 0 105 11
0 653 760 77 415 2016 119 0 180 2
0 856 286 77 413 2015 83 0 5 8
0 643 322 23 416 2018 182 0 88 11
0 2092 327 23 416 2018 106 0 106 11
0 549 995 10 416 2010 102 0 88 8
0 2286 749 23 416 2017 98 0 324 10
1 384 0 54 416 2019 0 1 418 11
1 592 0 0 415 2018 0 1 334 11
1 1763 0 5 415 2018 0 1 156 10
1 133 0 327 415 2018 0 1 2 12
1 207 0 77 415 2018 0 1 130 11
0 253 1058 77 415 2018 124 0 105 11
0 1765 0 13 415 2018 63 0 16 11
1 598 0 77 415 2018 0 1 143 13
0 1861 575 77 415 2019 83 0 5 11
1 1025 0 0 415 2019 0 1 306 11
1 1148 0 0 415 2019 0 1 306 11
1 947 656 0 415 2019 0 1 431 11
1 627 0 335 415 2019 0 1 388 11
0 704 147 77 415 2019 82 0 191 11
1 2312 0 77 415 2019 0 1 92 10
1 1007 1281 6 415 2019 0 1 265 11
0 784 482 18 415 2018 111 0 106 10
0 1476 0 9 415 2019 0 24 50 9
1 1913 0 77 415 2019 0 1 42 10
0 408 117 39 414 2016 102 0 88 11
1 1369 0 5 414 2014 0 1 156 10
0 314 0 39 414 1983 103 0 315 10
0 806 1241 328 412 2014 87 0 68 10
0 316 695 77 394 2017 100 0 15 13
1 741 0 35 394 2018 0 1 414 11
0 794 47 30 393 2016 116 0 347 10
0 1380 438 3 393 2016 139 0 193 10
0 958 947 77 393 2016 101 0 21 2
1 1242 0 0 392 2016 0 1 9 10
1 1724 0 77 392 2016 0 1 2 14
0 521 285 349 391 2014 130 0 88 8
0 588 869 4 423 2019 171 0 293 11
0 333 1259 426 423 2009 84 0 176 1
0 601 1205 77 422 2017 112 0 283 11
1 1787 0 144 422 2016 0 1 2 12
0 1472 786 77 421 2017 62 0 16 10
1 331 0 77 421 2017 0 1 161 10
0 2626 0 0 420 2016 65 0 16 11
0 2562 0 0 420 2016 65 0 16 11
0 2587 0 0 420 2016 69 0 16 11
0 2459 0 0 420 2016 64 0 16 11
0 2541 0 0 420 2016 63 0 16 11
0 2445 0 0 420 2016 63 0 16 11
0 891 265 327 422 2016 112 0 21 2
1 1656 0 54 422 2019 0 1 404 10
0 502 302 77 421 2018 103 0 5 10
0 1348 447 77 420 2017 64 0 50 6
1 712 0 88 420 2011 0 1 114 11
1 301 0 0 420 2012 0 1 114 13
1 1016 0 0 420 2009 0 1 114 10
0 2231 561 77 418 2015 82 0 105 13
0 2280 388 77 421 2019 80 0 134 10
1 879 0 77 421 2010 0 1 92 13
0 596 624 88 421 2019 88 0 22 11
0 2348 364 77 421 2017 124 0 105 10
0 1389 142 39 421 1982 104 0 221 2
0 2514 687 77 421 2012 76 0 16 10
1 1423 0 77 421 2019 0 1 24 14
0 414 467 327 420 2015 92 0 134 2
1 1029 0 88 419 2017 0 1 245 10
0 411 480 77 420 2016 91 0 58 2
0 1041 732 77 419 2014 93 0 57 2
0 1839 360 371 419 2010 112 0 209 8
0 23 404 144 417 2016 89 0 322 11
0 2439 302 77 417 2016 60 0 16 11
0 1330 72 77 417 2010 84 0 1 0
0 2546 1049 77 417 2015 93 0 15 4
0 1109 999 88 417 2016 41 0 15 10
1 1686 0 77 419 2014 0 1 9 10
1 1507 0 205 419 2018 0 1 27 13
1 866 0 77 419 2017 0 1 64 10
0 2281 271 77 419 2019 64 0 381 13
1 535 0 77 419 2010 0 1 6 13
0 1344 665 77 419 2006 94 0 15 10
1 1194 0 77 419 2019 0 1 9 11
1 1502 0 77 419 2014 0 1 9 13
0 718 937 77 419 2019 86 0 1 11
1 584 0 77 419 2016 0 1 6 10
1 720 0 77 419 2009 0 1 92 13
1 290 0 23 418 2017 0 1 306 10
0 288 155 42 418 2011 113 0 193 10
1 2366 0 88 418 2017 0 1 355 13
0 1368 384 23 418 2016 92 0 88 11
0 62 267 4 418 2018 153 0 293 10
0 895 588 42 418 2017 111 0 293 13
0 34 120 42 418 2005 141 0 88 10
0 2600 390 4 418 2018 128 0 315 11
1 2397 0 0 418 2018 0 1 355 10
1 1478 0 88 418 2017 0 1 364 10
0 209 897 0 418 2017 52 0 15 10
0 2627 807 4 418 2017 117 0 88 10
0 2601 269 4 418 2017 100 0 88 10
0 1777 969 4 418 2017 112 0 88 10
0 590 885 4 418 2017 110 0 88 11
0 507 942 0 418 2018 98 0 163 11
0 1807 528 187 417 2017 137 0 0 11
0 1542 818 16 417 2013 108 0 88 10
0 207 251 39 417 2016 132 0 193 10
0 318 612 155 417 2017 87 0 22 10
0 235 612 14 417 2016 92 0 182 11
0 813 172 173 417 2017 108 0 15 11
1 315 457 88 417 2016 0 1 214 11
0 1677 1079 77 416 2016 91 0 5 2
0 612 180 77 416 2012 83 0 105 10
1 1242 0 11 416 2014 0 1 144 11
0 2340 1063 77 415 2014 90 0 15 4
0 250 719 4 418 2019 157 0 317 10
0 2575 334 77 418 2019 83 0 176 13
0 2134 469 77 418 2018 95 0 21 10
0 672 892 35 417 2002 107 0 88 11
1 1335 0 0 417 2015 0 1 351 10
0 198 489 5 417 2018 109 0 398 10
1 1776 0 0 417 2018 0 1 424 13
1 1814 0 0 417 2018 0 1 6 13
1 1662 0 77 417 2018 0 1 183 11
0 170 1365 35 417 2010 100 0 163 11
1 1985 0 0 417 2018 0 1 2 9
0 390 372 153 417 2018 114 0 217 11
0 1659 799 77 417 2018 98 0 157 11
1 1432 0 3 417 2018 0 1 428 10
0 1371 505 77 417 2019 106 0 0 11
0 703 517 77 417 2019 87 0 7 10
0 495 415 77 417 2018 90 0 134 11
0 2067 578 77 417 2019 65 0 15 11
1 2530 0 0 417 2019 0 1 292 11
0 744 970 18 417 2018 105 0 106 10
1 393 0 10 417 2019 0 1 241 11
1 305 0 14 417 2019 0 1 415 11
0 1207 267 3 417 2019 107 0 293 10
0 409 682 77 417 2019 103 0 346 13
0 420 1004 77 417 2018 88 0 123 10
1 257 0 88 417 2019 0 1 388 11
1 772 0 77 417 2019 0 1 47 11
0 816 0 77 416 2018 100 0 15 10
0 1562 178 77 415 2017 78 0 15 1
0 431 189 77 414 2016 0 25 15 13
1 404 0 77 416 2019 0 1 305 11
1 1227 0 77 416 2019 0 1 92 10
0 174 266 77 416 2013 96 0 124 3
1 74 0 54 415 2018 0 1 321 11
0 437 815 7 415 2018 100 0 88 11
0 377 1074 77 414 2017 40 0 15 10
0 2010 449 77 414 2017 71 0 16 11
1 1642 0 77 414 2018 0 1 183 11
1 1132 0 0 414 2018 0 1 173 9
0 1468 507 59 414 2018 123 0 88 11
0 814 681 88 413 2014 89 0 11 11
0 1446 246 261 414 2019 67 0 16 11
0 714 311 77 414 2010 140 0 48 8
0 247 999 0 414 2019 96 0 176 11
0 799 1197 88 414 2019 93 0 176 11
1 1744 0 0 414 2019 0 1 131 11
0 1624 474 77 413 2018 86 0 7 10
0 183 250 77 394 2017 96 0 214 2
0 992 286 144 394 2000 102 0 83 2
0 625 658 77 394 1997 108 0 22 8
0 135 273 154 394 2012 81 0 176 10
0 520 611 327 394 2017 102 0 22 2
0 730 458 77 394 2018 93 0 15 11
0 90 392 149 394 2008 87 0 50 3
0 719 367 263 394 2005 94 0 62 8
1 2506 0 0 394 2016 0 1 2 9
0 1137 552 23 394 2019 100 0 88 10
0 651 630 77 394 2007 88 0 5 8
0 1172 648 77 394 2009 109 0 0 8
0 735 574 210 394 2003 138 0 21 2
0 118 552 23 394 2014 149 0 217 11
0 1102 906 356 394 2014 82 0 335 11
0 613 1081 77 394 2006 86 0 124 3
0 521 552 23 394 2012 112 0 324 10
0 415 821 77 394 2006 98 0 58 8
0 1549 537 77 394 2008 113 0 68 2
1 2070 0 88 394 2018 0 1 245 10
0 1926 243 77 394 2004 47 0 50 1
0 346 366 77 394 1981 106 0 162 2
0 404 373 77 394 2007 113 0 32 2
0 482 552 23 394 2017 119 0 293 10
0 182 552 23 394 2016 109 0 217 10
0 791 799 77 394 2006 98 0 190 3
0 1120 351 149 394 2010 88 0 275 8
0 414 472 77 394 1997 116 0 139 8
0 1465 225 261 394 2009 106 0 22 2
1 2161 0 77 394 2019 0 1 2 9
1 1783 0 0 394 2018 0 1 2 12
0 954 163 143 394 2019 95 0 106 10
0 513 438 8 394 2018 95 0 347 11
0 1909 352 77 394 2008 113 0 74 5
1 1000 57 13 393 2018 0 1 306 11
0 783 577 6 393 2015 122 0 367 10
0 141 377 77 393 2005 110 0 101 2
0 217 643 90 393 2017 104 0 217 11
0 409 542 77 393 2018 96 0 57 2
0 281 822 4 393 2018 109 0 335 11
0 616 946 4 393 2018 95 0 220 10
0 2622 8 4 393 2018 110 0 335 10
0 929 627 4 393 2017 110 0 335 11
0 733 672 77 393 2007 79 0 151 4
0 473 363 181 393 2018 101 0 335 13
0 215 1015 35 393 2013 112 0 296 11
1 349 0 43 393 2018 0 1 265 11
0 1114 687 14 393 1991 94 0 357 4
0 420 297 10 393 2017 94 0 263 10
0 501 543 77 393 2017 86 0 11 2
0 512 337 77 393 2017 84 0 275 11
0 1110 636 77 393 2017 95 0 21 8
0 889 988 0 393 2018 93 0 367 10
0 618 898 35 393 2017 113 0 314 11
0 814 489 77 393 1994 111 0 22 8
1 1239 0 16 393 2017 0 1 114 10
0 2633 389 0 393 2018 68 0 50 14
1 973 0 13 392 2017 0 1 265 11
1 1025 0 0 392 2017 0 1 241 11
0 844 260 4 392 1988 148 0 221 10
0 1956 0 0 392 2017 54 0 176 10
1 799 0 13 392 2017 0 1 241 10
0 2543 843 5 392 2012 92 0 400 11
0 2347 843 5 392 2013 107 0 400 11
0 1054 417 77 392 2006 90 0 68 10
0 1356 0 4 392 1976 135 0 324 13
0 1187 1229 164 392 2016 52 0 367 11
0 869 260 4 392 1983 151 0 281 10
1 1692 0 5 392 2017 0 1 114 13
1 793 0 5 392 2007 0 1 156 10
1 407 0 77 392 1988 0 1 41 6
0 915 1121 172 392 2015 90 0 15 11
0 2518 824 5 392 2004 88 0 400 4
0 2558 824 5 392 2003 99 0 400 4
0 2564 824 5 392 2002 99 0 400 4
0 616 739 4 392 1973 132 0 221 10
1 2034 0 77 392 2017 0 1 2 12
0 616 78 77 392 2017 95 0 50 11
0 1206 1008 4 392 2015 155 0 263 10
1 207 0 17 392 2015 0 1 265 11
0 591 467 4 392 1974 162 0 317 10
0 248 266 4 392 1989 163 0 315 10
0 2058 648 5 392 2011 102 0 400 10
0 2472 648 5 392 2009 96 0 400 10
0 2427 648 5 392 2010 85 0 400 10
0 2490 905 5 392 2005 97 0 400 4
0 2570 718 5 392 2006 95 0 400 4
0 2509 562 5 392 2004 83 0 400 4
0 2327 645 29 392 2016 89 0 347 11
0 500 1116 77 392 2017 0 28 93 11
0 152 1305 10 392 2016 103 0 176 11
0 1146 94 77 392 1986 84 0 267 2
0 793 1147 122 392 1984 160 0 293 13
0 1795 1183 104 392 2016 113 0 193 11
0 711 365 199 392 2016 99 0 7 11
0 1481 108 3 392 2016 86 0 124 14
0 894 88 400 392 2016 83 0 176 11
0 1026 1010 295 392 2017 113 0 88 11
1 753 0 257 392 2014 0 1 2 9
0 1191 1183 41 392 2016 86 0 176 10
0 1481 204 77 392 2017 78 0 251 11
0 1100 507 59 391 2015 111 0 88 4
0 975 464 59 391 2015 88 0 106 10
1 613 0 88 391 2015 0 1 81 10
1 298 0 88 391 2008 0 1 203 11
0 323 518 287 391 2014 93 0 335 10
1 1585 0 13 391 2009 0 1 371 10
0 499 683 88 391 2008 0 29 124 12
0 347 456 144 391 2015 88 0 285 13
1 995 0 13 391 2009 0 1 265 13
0 415 181 77 391 2016 103 0 15 4
1 525 0 3 391 2010 0 1 371 10
0 512 581 6 391 2015 107 0 106 11
0 1545 0 88 391 2016 52 0 15 10
1 1044 0 67 391 2015 0 1 265 11
1 875 0 13 391 2010 0 1 351 10
1 818 0 3 391 2010 0 1 371 13
1 1963 0 13 391 2009 0 1 371 10
0 828 458 6 391 2016 91 0 324 11
1 1881 0 88 391 2015 0 1 245 10
0 1848 247 77 390 2013 75 0 16 4
0 148 169 77 241 2019 106 0 48 8
0 1748 184 77 241 2019 87 0 21 10
1 701 0 77 241 2019 0 1 6 11
0 954 446 42 240 2009 96 0 285 13
0 1328 265 77 240 2018 57 0 16 11
0 997 979 42 240 2016 98 0 293 10
0 2419 827 346 237 2015 99 0 176 4
0 1492 300 77 240 2019 70 0 16 11
0 2526 0 77 240 2019 46 0 124 12
0 235 324 38 239 2018 119 0 315 10
0 1110 498 210 239 2014 111 0 88 2
0 1991 552 77 237 2017 80 0 105 11
0 29 342 77 236 2016 101 0 15 11
0 1993 164 77 236 2016 73 0 16 11
1 1534 0 77 236 2016 0 1 2 9
0 1580 377 146 236 2016 108 0 315 11
0 736 881 42 238 2018 101 0 293 10
0 316 499 30 237 2015 92 0 193 10
0 927 439 77 237 2018 94 0 11 8
1 24 0 5 236 2017 0 1 156 10
0 618 392 114 236 2017 107 0 347 13
0 2271 328 77 236 2017 106 0 70 11
1 1944 0 14 237 2019 0 1 2 12
1 1474 0 54 237 2019 0 1 418 10
0 398 619 4 237 2019 109 0 335 11
0 1920 979 42 236 2014 151 0 263 10
1 776 0 0 236 2018 0 1 6 10
0 709 120 42 236 2016 74 0 88 13
1 685 0 260 236 2018 0 1 9 10
1 272 0 5 236 2018 0 1 156 10
0 609 377 88 236 2018 89 0 57 11
0 697 550 77 236 2018 124 0 157 2
0 2015 0 0 236 2018 0 25 50 9
1 1725 0 54 236 2018 0 1 349 11
0 872 0 204 236 2016 100 0 15 13
0 946 477 18 236 2019 110 0 324 10
0 1038 662 9 236 2019 102 0 57 11
0 1052 521 18 236 2019 102 0 124 13
1 693 0 77 236 2019 0 1 170 13
0 2320 985 77 236 2019 0 24 50 9
0 627 549 247 235 2016 84 0 21 11
0 587 120 42 235 2009 121 0 88 13
0 1962 538 77 235 2008 85 0 57 8
1 1830 0 5 235 2018 0 1 385 13
0 2369 544 77 233 2016 0 25 124 12
0 2358 654 41 272 2019 65 0 16 11
1 606 18 13 272 2019 0 1 414 11
1 2186 0 0 272 2019 0 1 306 11
0 339 601 66 271 2018 126 0 217 11
0 685 471 63 271 2015 118 0 88 2
0 2592 786 77 270 2017 84 0 16 11
0 2499 399 77 270 2016 76 0 15 11
1 1484 0 43 270 2016 0 1 131 10
0 262 741 77 268 2013 85 0 11 4
1 1061 411 54 271 2016 0 1 404 10
0 880 866 4 271 2019 126 0 293 10
1 1214 0 54 271 2017 0 1 404 10
1 250 0 0 271 2019 0 1 306 11
0 1275 8 4 270 2005 116 0 335 13
0 340 1205 4 270 2016 122 0 88 10
0 397 189 4 270 2014 105 0 335 6
1 980 0 0 270 2018 0 1 183 11
0 1104 120 42 270 2013 90 0 88 13
0 73 261 77 269 2017 75 0 184 8
0 1137 471 77 235 2011 96 0 15 3
1 518 0 77 235 2019 0 1 71 11
0 2108 38 77 234 1978 0 25 50 6
0 971 58 316 234 2017 121 0 88 8
0 751 188 77 234 2017 88 0 11 11
0 841 251 77 233 2017 90 0 11 2
0 2350 459 77 233 2017 66 0 16 11
0 437 728 77 233 2017 92 0 22 2
0 1824 689 77 279 2019 63 0 16 11
1 1245 0 77 279 2018 0 1 9 10
0 2588 0 77 279 2019 0 14 176 10
0 158 961 320 278 2017 87 0 0 2
0 351 371 9 276 2016 92 0 124 1
0 680 913 155 278 2019 0 28 176 13
0 1047 60 88 278 2018 0 20 367 6
0 239 462 207 277 2015 102 0 190 8
0 1591 371 9 276 2017 93 0 124 3
0 2441 581 144 275 2016 89 0 314 10
0 1045 490 275 275 2016 107 0 15 13
0 1181 629 10 275 2016 94 0 193 13
0 1322 197 90 275 2016 110 0 106 11
1 2382 0 9 275 2016 0 1 142 11
0 529 543 10 275 2016 81 0 193 11
1 789 0 0 277 2019 0 1 389 13
0 415 1131 77 276 2018 89 0 57 11
0 1083 220 93 276 2006 94 0 221 11
1 1583 0 77 275 2017 0 1 408 10
0 2226 455 77 275 2017 98 0 15 10
0 266 185 6 274 2016 77 0 88 11
0 1569 35 77 273 2015 85 0 157 4
1 2039 0 3 276 2019 0 1 389 6
0 1022 58 77 276 2019 88 0 34 3
0 598 563 0 275 2018 100 0 281 11
0 429 550 159 275 2018 126 0 88 8
0 402 451 151 275 2019 89 0 123 11
0 68 765 99 275 2018 90 0 193 11
0 810 0 36 275 2018 87 0 324 10
0 425 94 261 275 2018 97 0 15 10
1 1500 0 260 275 2018 0 1 342 11
0 180 662 4 275 2018 115 0 217 11
0 1006 928 77 274 2016 91 0 68 2
0 1748 656 153 275 2015 98 0 88 8
0 598 599 77 275 2019 94 0 218 10
1 702 0 13 275 2019 0 1 306 11
0 955 656 18 275 2014 106 0 217 11
0 1202 349 77 275 2019 118 0 18 2
1 1647 0 6 275 2019 0 1 431 11
0 1126 300 348 275 2019 127 0 15 11
1 1667 0 41 275 2018 0 1 431 11
0 2551 432 0 275 2019 61 0 37 13
1 996 0 10 275 2019 0 1 131 10
1 919 0 6 275 2019 0 1 419 13
1 1123 0 77 275 2019 0 1 110 11
0 700 351 77 275 2019 86 0 275 11
0 2219 639 67 275 2018 94 0 193 11
1 601 0 3 275 2019 0 1 407 10
1 1827 0 77 274 2009 0 1 24 13
1 1006 0 0 274 2018 0 1 183 10
0 1604 193 77 274 2018 93 0 15 10
0 2472 1168 88 273 2017 48 0 15 10
0 1087 842 77 273 2015 168 0 86 2
0 2561 1377 77 271 2015 90 0 50 6
1 385 0 77 274 2019 0 1 232 11
0 1151 468 77 274 2019 82 0 105 8
0 1687 843 131 274 2019 92 0 163 10
0 2402 430 4 273 2015 138 0 315 10
1 501 0 88 273 2018 0 1 388 11
0 1584 250 88 272 2017 68 0 16 11
1 334 0 77 272 2017 0 1 112 11
0 155 1178 77 269 2014 90 0 15 4
1 2242 0 0 267 2011 0 1 24 13
0 878 736 116 273 2014 95 0 58 2
1 1642 0 77 273 2019 0 1 9 11
0 1523 203 77 273 2019 52 0 15 13
0 1690 441 93 273 2018 108 0 221 11
0 981 279 77 272 2018 74 0 16 11
1 729 0 3 272 2018 0 1 351 10
0 1933 632 77 272 2018 102 0 123 8
0 1069 417 77 271 2015 97 0 157 2
0 975 685 256 272 2015 91 0 182 2
0 1564 271 77 272 2015 96 0 157 8
0 1694 940 77 272 2019 67 0 102 11
0 1865 274 77 272 1974 83 0 301 2
0 324 636 77 272 2015 94 0 22 8
0 2619 557 259 272 2018 97 0 335 10
0 1210 953 77 271 2016 103 0 15 13
0 487 677 4 270 2010 115 0 88 10
0 976 462 4 270 2007 148 0 217 10
0 1461 178 4 270 2006 149 0 393 13
0 383 263 4 270 2010 113 0 281 10
0 363 570 4 270 2008 137 0 393 10
0 789 442 4 270 2011 140 0 263 13
0 151 336 4 270 2011 144 0 324 13
0 353 647 77 268 2015 105 0 85 2
0 390 360 88 271 2016 91 0 311 2
0 1238 120 42 270 2008 119 0 378 13
1 313 0 0 269 2013 0 1 306 10
1 702 0 77 268 2016 0 1 38 10
0 1342 755 77 268 2016 64 0 16 11
0 1461 270 77 266 2014 68 0 16 11
0 1636 1225 1 269 2018 104 0 324 11
0 1135 263 347 269 2014 161 0 76 10
0 16 351 77 268 2017 103 0 21 11
0 1421 1019 77 268 2011 90 0 15 4
0 359 1056 77 268 2017 95 0 15 10
1 1280 0 77 268 2017 0 1 342 11
0 399 297 77 268 2017 82 0 22 11
1 805 0 0 234 2016 0 1 6 13
1 1080 0 88 234 2013 0 1 364 11
1 1191 0 0 234 2015 0 1 131 10
1 825 0 43 234 2017 0 1 342 11
1 583 0 0 234 2017 0 1 72 11
1 931 0 77 234 2012 0 1 6 10
1 726 0 88 234 2016 0 1 364 10
1 1028 0 88 234 2017 0 1 355 10
1 1860 0 9 234 2014 0 1 6 13
1 1398 0 77 234 2019 0 1 9 11
0 932 881 14 234 2019 98 0 324 11
0 2165 608 77 234 2018 76 0 15 13
0 1731 632 194 233 2017 111 0 22 2
0 1794 1032 77 233 2012 81 0 59 11
0 1620 755 0 233 2018 64 0 16 11
1 2042 0 88 233 2014 0 1 212 10
0 2016 122 0 233 2008 55 0 15 11
0 2479 79 88 233 2014 137 0 5 11
0 2315 122 88 233 2000 56 0 54 10
0 1829 0 77 233 1998 58 0 54 11
0 2367 1198 261 233 1982 80 0 5 2
0 2115 1025 88 233 2014 94 0 15 11
1 2084 0 88 233 2009 0 1 81 4
1 2158 0 248 233 1972 0 1 142 10
0 1874 303 88 233 1979 94 0 162 2
1 1939 0 77 233 2005 0 1 77 11
0 2568 613 88 233 1989 72 0 5 10
0 1849 453 77 233 2013 60 0 15 11
0 1837 626 77 232 2015 101 0 157 2
0 1757 98 77 230 2015 64 0 16 10
0 1987 456 0 278 2019 66 0 124 12
0 606 748 77 278 1997 98 0 243 8
0 554 274 23 278 2018 92 0 193 10
0 586 828 239 278 2018 118 0 217 8
1 1403 0 77 277 2018 0 1 371 10
1 832 0 43 277 2017 0 1 377 13
1 1659 0 77 277 2018 0 1 24 13
0 2143 361 113 277 2018 51 0 1 11
0 1601 0 0 277 2018 50 0 1 11
0 591 763 410 277 2018 86 0 124 3
0 1586 313 54 277 2018 140 0 398 11
0 1159 831 4 277 2013 122 0 88 11
0 1645 0 0 277 2018 0 23 1 9
0 264 80 93 277 2016 95 0 221 11
0 1137 263 347 277 2015 205 0 76 10
0 1131 263 0 277 2015 123 0 76 10
0 1430 263 0 277 2014 190 0 76 10
0 1436 570 207 277 2018 121 0 221 11
1 627 0 88 277 2018 0 1 413 11
0 1188 344 10 276 2017 94 0 324 11
0 1084 85 60 277 2017 87 0 324 10
0 186 285 23 277 2016 121 0 217 10
0 37 279 77 277 2019 98 0 11 11
0 748 711 0 277 2018 99 0 88 10
1 1669 0 88 277 2019 0 1 355 13
1 1462 0 77 277 2019 0 1 29 11
0 1366 858 18 277 2017 95 0 324 10
